"Vermelho, Branco e Sangue Azul",2023,7.1,"When the feud between the son of the American President and Britain's prince threatens to drive a wedge in U.S./British relations, the two are forced into a staged truce that sparks somethin... Read all"
Belo Desastre,2023,5.3,"College freshman, Abby, tries to distance herself from her dark past while resisting her attraction to bad boy, Travis."
Minha Culpa,2023,6.2,"Noah has to leave her town, boyfriend and friends behind and move into the mansion of her mother's new rich husband. There she meets Nick, her new stepbrother. They fall madly in love in sec... Read all"
Era Uma Vez Em... Hollywood,2019,7.6,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.
Tudo em Todo o Lugar ao Mesmo Tempo,2022,7.8,A middle-aged Chinese immigrant is swept up into an insane adventure in which she alone can save existence by exploring other universes and connecting with the lives she could have led.
Os Três Mosqueteiros: D'Artagnan,2023,6.8,"D'Artagnan arrives in Paris trying to find his attackers after being left for dead, which leads him to a real war where the future of France is at stake. He aligns himself with Athos, Portho... Read all"
Homem-Aranha: No Aranhaverso,2018,8.4,Teen Miles Morales becomes the Spider-Man of his universe and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.
A Baleia,2022,7.7,"A reclusive, morbidly obese English teacher attempts to reconnect with his estranged teenage daughter."
Rocky Aur Rani Kii Prem Kahaani,2023,7.2,"Flamboyant Punjabi Rocky and intellectual Bengali journalist Rani fall in love despite their differences. After facing family opposition, they decide to live with each other's families for t... Read all"
Pulp Fiction - Tempo de Violência,1994,8.9,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption."
Jules,2023,7.2,"Milton lives a quiet life of routine in a small western Pennsylvania town, but finds his day upended when a UFO and its extra-terrestrial passenger crash land in his backyard."
Harry Potter e a Pedra Filosofal,2001,7.6,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world."
Tenet,2020,7.3,"Armed with only one word, Tenet, and fighting for the survival of the entire world, a Protagonist journeys through a twilight world of international espionage on a mission that will unfold i... Read all"
Batem à Porta,2023,6.1,"While vacationing, a girl and her parents are taken hostage by armed strangers who demand that the family make a choice to avert the apocalypse."
Loucas em Apuros,2023,6.5,"Follows four Asian American friends as they bond and discover the truth of what it means to know and love who you are, while they travel through China in search of one of their birth mothers... Read all"
Midsommar: O Mal Não Espera a Noite,2019,7.1,A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarr... Read all
O Grande Truque,2006,8.5,"After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other."
A Morte do Demônio: A Ascensão,2023,6.6,"A twisted tale of two estranged sisters whose reunion is cut short by the rise of flesh-possessing demons, thrusting them into a primal battle for survival as they face the most nightmarish ... Read all"
Fogo Contra Fogo,1995,8.3,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.
Oldboy,2003,8.4,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days."
Missão de Sobrevivência,2023,6.0,A CIA operative and his translator flee from special forces in Afghanistan after exposing a covert mission.
Trem-Bala,2022,7.3,Five assassins aboard a swiftly-moving bullet train find out that their missions have something in common.
Nefarious,2023,6.4,"On the day of his scheduled execution, a convicted serial killer gets a psychiatric evaluation during which he claims he is a demon, and further claims that before their time is over, the ps... Read all"
Resgate 2,2023,7.0,"After barely surviving his grievous wounds from his mission in Dhaka, Bangladesh, Tyler Rake is back, and his team is ready to take on their next mission."
Beau Tem Medo,2023,6.8,"Following the sudden death of his mother, a mild-mannered but anxiety-ridden man confronts his darkest fears as he embarks on an epic, Kafkaesque odyssey back home."
Bottoms,2023,6.8,Two unpopular queer high school students start a fight club to have sex before graduation.
Inside Man,2023,5.6,"Based on true events, a disgraced police detective seeking redemption by going undercover to expose a violent crime syndicate. But as he sinks deeper into the mob, the price for absolution m... Read all"
Meus Sogros Tão pro Crime,2023,5.4,"A straight-laced bank manager about to marry the love of his life. When his bank is held up by infamous Ghost Bandits during his wedding week, he believes his future in-laws who just arrived... Read all"
O Rei Macaco,2023,5.9,"Inspired by an epic Chinese tale, translated into an action-packed comedy, a Monkey and his magical fighting Stick battle demons, dragons, gods and the greatest adversary of all - Monkey's e... Read all"
Dunkirk,2017,7.8,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II."
Tubarão,1975,8.1,"When a killer shark unleashes chaos on a beach community off Cape Cod, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down."
Guardiões da Galáxia,2014,8.0,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.
Titanic,1997,7.9,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic."
O Pior Vizinho do Mundo,2022,7.5,"Otto is a grump who's given up on life following the loss of his wife and wants to end it all. When a young family moves in nearby, he meets his match in quick-witted Marisol, leading to a f... Read all"
Homem-aranha: Lotus,2023,3.6,"Peter Parker, who is struggling to recover from the loss of Gwen Stacy and contemplating hanging up the suit for good, until he receives a letter from a terminally ill child, requesting that... Read all"
X: A Marca da Morte,2022,6.6,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their ... Read all"
Dungeons & Dragons: Honra Entre Rebeldes,2023,7.3,"A charming thief and a band of unlikely adventurers embark on an epic quest to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people."
Guardiões da Galáxia Vol. 3,2023,8.0,"Still reeling from the loss of Gamora, Peter Quill rallies his team to defend the universe and one of their own - a mission that could mean the end of the Guardians if not successful."
Missão: Impossível - Acerto de Contas Parte Um,2023,8.0,Ethan Hunt and his IMF team must track down a dangerous weapon before it falls into the wrong hands.
Gadar 2,2023,6.2,"India's most loved family of Tara, Sakeena and Jeete; 22 years after its predecessor. Set against the Indo-Pakistan war of 1971, Tara Singh, once again, will face every enemy to protect the ... Read all"
As Tartarugas Ninja: Caos Mutante,2023,7.5,The film follows the Turtle brothers as they work to earn the love of New York City while facing down an army of mutants.
Drácula: A Última Viagem do Deméter,2023,6.5,A crew sailing from Carpathia to England find that they are carrying very dangerous cargo.
Homem-Aranha: Através do Aranhaverso,2023,8.8,"Miles Morales catapults across the Multiverse, where he encounters a team of Spider-People charged with protecting its very existence. When the heroes clash on how to handle a new threat, Mi... Read all"
Ruim Pra Cachorro,2023,6.4,An abandoned dog teams up with other strays to get revenge on his former owner.
Mansão Mal-Assombrada,2023,6.2,"A single mom named Gabbie hires a tour guide, a psychic, a priest and a historian to help exorcise her newly bought mansion after discovering it is inhabited by ghosts."
Megatubarão 2,2023,5.5,"A research team encounters multiple threats while exploring the depths of the ocean, including a malevolent mining operation."
River Wild,2023,5.4,Follows a pair of siblings who love but distrust each other as they embark on a white-water rafting trip with a small group. One of their friends from childhood turns out to be more dangerou... Read all
OMG 2,2023,8.2,An unhappy civilian asks the court to mandate comprehensive education in schools in a dramatic yet amusing courtroom play.
Super Mario Bros. - O Filme,2023,7.1,"A plumber named Mario travels through an underground labyrinth with his brother, Luigi, trying to save a captured princess."
Barbie,2023,7.4,Barbie suffers a crisis that leads her to question her world and her existence.
Som da Liberdade,2023,7.8,The incredible true story of a former government agent turned vigilante who embarks on a dangerous mission to rescue hundreds of children from sex traffickers.
Agente Stone,2023,5.7,An intelligence operative for a shadowy global peacekeeping agency races to stop a hacker from stealing its most valuable and dangerous weapon.
Asteroid City,2023,6.7,"Following a writer on his world famous fictional play about a grieving father who travels with his tech-obsessed family to small rural Asteroid City to compete in a junior stargazing event, ... Read all"
Besouro Azul,2023,6.8,"An alien scarab chooses college graduate Jaime Reyes to be its symbiotic host, bestowing the teenager with a suit of armor that's capable of extraordinary and unpredictable powers, forever c... Read all"
Transformers: O Despertar das Feras,2023,6.1,"During the '90s, a new faction of Transformers - the Maximals - join the Autobots as allies in the battle for Earth."
"Vermelho, Branco e Sangue Azul",2023,7.1,"When the feud between the son of the American President and Britain's prince threatens to drive a wedge in U.S./British relations, the two are forced into a staged truce that sparks somethin... Read all"
Gran Turismo - De Jogador a Corredor,2023,7.3,"Based on the unbelievable, inspiring true story of a team of underdogs - a struggling, working-class gamer, a failed former race car driver, and an idealistic motorsport exec - who risk it a... Read all"
Babilônia,2022,7.1,"A tale of outsized ambition and outrageous excess, it traces the rise and fall of multiple characters during an era of unbridled decadence and depravity in early Hollywood."
Toc Toc Toc: Ecos do Além,2023,5.9,"An eight-year-old boy tries to investigate the mysterious knocking sounds that are coming from inside the walls of his house, unveiling a dark secret that his sinister parents have kept hidd... Read all"
Oppenheimer,2023,8.6,"The story of American scientist, J. Robert Oppenheimer, and his role in the development of the atomic bomb."
Fale Comigo,2022,7.4,"When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural for... Read all"
Elementos,2023,7.0,"Follows Ember and Wade, in a city where fire-, water-, land- and air-residents live together."
Que Horas Eu Te Pego?,2023,6.5,"On the brink of losing her home, Maddie finds an intriguing job listing: helicopter parents looking for someone to bring their introverted 19-year-old son out of his shell before college. Sh... Read all"
The Flash,2023,6.9,"Barry Allen uses his super speed to change the past, but his attempt to save his family creates a world without super heroes, forcing him to race for his life in order to save the future."
Interestelar,2014,8.7,"When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans."
A Pequena Sereia,2023,7.2,A young mermaid makes a deal with a sea witch to trade her beautiful voice for human legs so she can discover the world above water and impress a prince.
Felicidade para Principiantes,2023,6.0,"Helen signs up for a wilderness survival course, a year after getting divorced. She discovers through this experience that sometimes, you have to get really lost in order to find yourself."
Megatubarão,2018,5.6,A group of scientists exploring the Marianas Trench encounter the largest marine predator that has ever existed - the Megalodon.
O Exorcista do Papa,2023,6.1,"Follow Gabriele Amorth, the Vatican's leading exorcist, as he investigates the possession of a child and uncovers a conspiracy the Vatican has tried to keep secret."
O Urso do Pó Branco,2023,5.9,"An oddball group of cops, criminals, tourists and teens converge on a Georgia forest where a huge black bear goes on a murderous rampage after unintentionally ingesting cocaine."
Indiana Jones e a Relíquia do Destino,2023,6.8,Archaeologist Indiana Jones races against time to retrieve a legendary artifact that can change the course of history.
Paraíso,2023,6.3,"After his wife is forced to give up 40 years of her life as payment for an insurance debt, a man desperately searches for a way to get them back."
Jailer,2023,7.6,"A retired jailer goes on a manhunt to find his son's killers. But the road leads him to a familiar, albeit a bit darker place. Can he emerge from this complex situation successfully?"
O Poderoso Chefão,1972,9.2,"Don Vito Corleone, head of a mafia family, decides to hand over his empire to his youngest son Michael. However, his decision unintentionally puts the lives of his loved ones in grave danger... Read all"
Velozes e Furiosos 10,2023,5.8,Dom Toretto and his family are targeted by the vengeful son of drug kingpin Hernan Reyes.
Tusk: A Transformação,2014,5.3,A brash and arrogant podcaster gets more than he bargained for when he travels to Canada to interview a mysterious recluse... who has a rather disturbing fondness for walruses.
John Wick 4: Baba Yaga,2023,7.8,"John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that tur... Read all"
O Pacto,2023,7.5,"During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain."
Ghostbusters: Mais Além,2021,7.1,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind."
Batman: O Cavaleiro das Trevas,2008,9.0,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice."
Um Sonho de Liberdade,1994,9.3,"Over the course of several years, two convicts form a friendship, seeking consolation and, eventually, redemption through basic compassion."
Batman,2022,7.8,"When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement."
Um Sonho Possível,2009,7.6,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family."
Clonaram Tyrone!,2023,6.7,A series of eerie events thrusts an unlikely trio onto the trail of a nefarious government conspiracy in this pulpy mystery caper.
Duna,2021,8.0,A noble family becomes embroiled in a war for control over the galaxy's most valuable asset while its heir becomes troubled by visions of a dark future.
Projeto Extração,2023,5.3,"Two ex-special forces soldiers must escort a group of civilians along Baghdad's ""Highway of Death"" to the safety of the Green Zone."
Sobrenatural: A Porta Vermelha,2023,5.6,The Lamberts must go deeper into The Further than ever before to put their demons to rest once and for all.
Landscape with Invisible Hand,2023,6.7,"When an occupying alien species' bureaucratic rule and advanced technology leaves most of Earth impoverished and unemployed, two teenagers hatch a risky plan to ensure their families' future... Read all"
A Origem,2010,8.8,"A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the pro... Read all"
Adipurush,2023,3.1,A modern adaptation of the Indian epic Ramayana which follows the exiled prince Raghav's journey to rescue his wife Janaki from the demon king Lankesh.
Top Gun: Maverick,2022,8.3,"After thirty years, Maverick is still pushing the envelope as a top naval aviator, but must confront ghosts of his past when he leads TOP GUN's elite graduates on a mission that demands the ... Read all"
Avatar: O Caminho da Água,2022,7.6,"Jake Sully lives with his newfound family formed on the extrasolar moon Pandora. Once a familiar threat returns to finish what was previously started, Jake must work with Neytiri and the arm... Read all"
Belo Desastre,2023,5.3,"College freshman, Abby, tries to distance herself from her dark past while resisting her attraction to bad boy, Travis."
O Lobo de Wall Street,2013,8.2,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government."
Midsommar: O Mal Não Espera a Noite,2019,7.1,A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarr... Read all
A Baleia,2022,7.7,"A reclusive, morbidly obese English teacher attempts to reconnect with his estranged teenage daughter."
Era Uma Vez Em... Hollywood,2019,7.6,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.
Os Três Mosqueteiros: D'Artagnan,2023,6.8,"D'Artagnan arrives in Paris trying to find his attackers after being left for dead, which leads him to a real war where the future of France is at stake. He aligns himself with Athos, Portho... Read all"
Homem-Aranha: No Aranhaverso,2018,8.4,Teen Miles Morales becomes the Spider-Man of his universe and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.
Rocky Aur Rani Kii Prem Kahaani,2023,7.2,"Flamboyant Punjabi Rocky and intellectual Bengali journalist Rani fall in love despite their differences. After facing family opposition, they decide to live with each other's families for t... Read all"
Minha Culpa,2023,6.2,"Noah has to leave her town, boyfriend and friends behind and move into the mansion of her mother's new rich husband. There she meets Nick, her new stepbrother. They fall madly in love in sec... Read all"
Harry Potter e a Pedra Filosofal,2001,7.6,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world."
Loucas em Apuros,2023,6.5,"Follows four Asian American friends as they bond and discover the truth of what it means to know and love who you are, while they travel through China in search of one of their birth mothers... Read all"
Tudo em Todo o Lugar ao Mesmo Tempo,2022,7.8,A middle-aged Chinese immigrant is swept up into an insane adventure in which she alone can save existence by exploring other universes and connecting with the lives she could have led.
Jules,2023,7.2,"Milton lives a quiet life of routine in a small western Pennsylvania town, but finds his day upended when a UFO and its extra-terrestrial passenger crash land in his backyard."
Batem à Porta,2023,6.1,"While vacationing, a girl and her parents are taken hostage by armed strangers who demand that the family make a choice to avert the apocalypse."
O Grande Truque,2006,8.5,"After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other."
A Morte do Demônio: A Ascensão,2023,6.6,"A twisted tale of two estranged sisters whose reunion is cut short by the rise of flesh-possessing demons, thrusting them into a primal battle for survival as they face the most nightmarish ... Read all"
Fogo Contra Fogo,1995,8.3,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.
Pulp Fiction - Tempo de Violência,1994,8.9,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption."
Trem-Bala,2022,7.3,Five assassins aboard a swiftly-moving bullet train find out that their missions have something in common.
Tenet,2020,7.3,"Armed with only one word, Tenet, and fighting for the survival of the entire world, a Protagonist journeys through a twilight world of international espionage on a mission that will unfold i... Read all"
Bottoms,2023,6.8,Two unpopular queer high school students start a fight club to have sex before graduation.
Oldboy,2003,8.4,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days."
Resgate 2,2023,7.0,"After barely surviving his grievous wounds from his mission in Dhaka, Bangladesh, Tyler Rake is back, and his team is ready to take on their next mission."
Meus Sogros Tão pro Crime,2023,5.4,"A straight-laced bank manager about to marry the love of his life. When his bank is held up by infamous Ghost Bandits during his wedding week, he believes his future in-laws who just arrived... Read all"
Missão de Sobrevivência,2023,6.0,A CIA operative and his translator flee from special forces in Afghanistan after exposing a covert mission.
Nefarious,2023,6.4,"On the day of his scheduled execution, a convicted serial killer gets a psychiatric evaluation during which he claims he is a demon, and further claims that before their time is over, the ps... Read all"
Inside Man,2023,5.6,"Based on true events, a disgraced police detective seeking redemption by going undercover to expose a violent crime syndicate. But as he sinks deeper into the mob, the price for absolution m... Read all"
Beau Tem Medo,2023,6.8,"Following the sudden death of his mother, a mild-mannered but anxiety-ridden man confronts his darkest fears as he embarks on an epic, Kafkaesque odyssey back home."
O Rei Macaco,2023,5.9,"Inspired by an epic Chinese tale, translated into an action-packed comedy, a Monkey and his magical fighting Stick battle demons, dragons, gods and the greatest adversary of all - Monkey's e... Read all"
Tubarão,1975,8.1,"When a killer shark unleashes chaos on a beach community off Cape Cod, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down."
Dunkirk,2017,7.8,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II."
Guardiões da Galáxia,2014,8.0,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.
Titanic,1997,7.9,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic."
